ID,Site Number,Site location,Cluster,Site Acronym,month/date,Arsenic (ug/L),Perchlorate (ug/L)
331,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/18/05,,
332,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/18/05,,
333,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/18/05,,
334,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/18/05,7.5,
335,R19,Val Vista WTP treated water,srp,val vista-treated,1/18/05,0,
336,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/18/05,,
337,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/18/05,,
338,R25,verde river at beeline highway,verde,verde @ beeline,1/18/05,6.1,
339,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/18/05,,
340,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/18/05,,
341,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/18/05,4.9,
342,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/18/05,0,
343,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/18/05,,
344,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/18/05,,
345,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/18/05,6.5,
346,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/18/05,6.7,
347,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/18/05,8,
348,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/18/05,0,
349,Green In,Greenway WTP Inlet,srp,Green In,1/18/05,,
350,Green Out,Greenway WTP Outlet,srp,Green Out,1/18/05,,
351,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/18/05,3.6,
352,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/18/05,3.5,
353,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/18/05,7.4,
354,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/18/05,7.1,
355,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/18/05,6.2,
356,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/18/05,5.3,
357,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/18/05,5.6,
358,R20,Verde River at Tangle,verde,verde abv horseshoe,1/18/05,7.2,
359,Havasu 1,Havasu lake Sample,,Havasu 1,1/18/05,4.5,
360,Havasu 2,Havasu lake Sample,,Havasu 2,1/18/05,,
361,R3,Waddell Canal,cap,waddell canal,2/15/05,2.7,
362,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/15/05,4.7,
363,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/15/05,2.9,
364,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/15/05,6.9,
365,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/15/05,6.9,
366,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/15/05,8,
367,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/15/05,,
368,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/15/05,8.9,
369,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/15/05,0,
370,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/15/05,7.5,
371,R19,Val Vista WTP treated water,srp,val vista-treated,2/15/05,2.6,
372,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/15/05,7.2,
373,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/15/05,6.8,
374,R25,verde river at beeline highway,verde,verde @ beeline,2/15/05,7.1,
375,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/15/05,7,
376,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/15/05,6.9,
377,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/15/05,4.1,
378,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/15/05,0,
379,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/15/05,,
380,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/15/05,,
381,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/15/05,6.8,
382,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/15/05,5.3,
383,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/15/05,6.6,
384,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/15/05,0,
385,Green In,Greenway WTP Inlet,srp,Green In,2/15/05,7,
386,Green Out,Greenway WTP Outlet,srp,Green Out,2/15/05,,
387,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/15/05,4.2,
388,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/15/05,4.9,
389,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/15/05,6.8,
390,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/15/05,8.3,
391,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/15/05,7.7,
392,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,2/15/05,7.7,
393,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/15/05,5.8,
394,R20,Verde River at Tangle,verde,verde abv horseshoe,2/15/05,5.3,
395,Havasu 1,Havasu lake Sample,,Havasu 1,2/15/05,2.1,
396,Havasu 2,Havasu lake Sample,,Havasu 2,2/15/05,,
397,R3,Waddell Canal,cap,waddell canal,3/15/05,2.7,
398,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/15/05,4.2,
399,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/15/05,3.2,
400,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/15/05,5.5,
401,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/15/05,5.2,
402,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/15/05,6.6,
403,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/15/05,,
404,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/15/05,5.3,
405,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/15/05,0,
406,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,3/15/05,,
407,R19,Val Vista WTP treated water,srp,val vista-treated,3/15/05,2.8,
408,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/15/05,0,
409,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/15/05,6.2,
410,R25,verde river at beeline highway,verde,verde @ beeline,3/15/05,0,
411,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/15/05,5.2,
412,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/15/05,0,
413,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/15/05,3.4,
414,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/15/05,0,
415,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/15/05,,
416,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/15/05,,
417,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/15/05,0,
418,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/15/05,5.7,
419,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/15/05,5.1,
420,SPT Out,Tempe's South Plant treated water,tempe,STP Out,3/15/05,0,
421,Green In,Greenway WTP Inlet,srp,Green In,3/15/05,6.1,
422,Green Out,Greenway WTP Outlet,srp,Green Out,3/15/05,,
423,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/15/05,4.1,
424,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/15/05,3.7,
425,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/15/05,5.1,
426,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/15/05,4.9,
427,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/15/05,4.1,
428,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,3/15/05,4.5,
429,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/15/05,4,
430,R20,Verde River at Tangle,verde,verde abv horseshoe,3/15/05,9.2,
431,Havasu 1,Havasu lake Sample,,Havasu 1,3/15/05,6.2,
432,Havasu 2,Havasu lake Sample,,Havasu 2,3/15/05,,
433,R3,Waddell Canal,cap,waddell canal,4/12/05,3.5,
434,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/12/05,6,
435,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/12/05,,
436,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/12/05,6.1,
437,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/12/05,7.2,
438,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/12/05,6,
439,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/12/05,0,
440,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/12/05,6.7,
441,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/12/05,0,
442,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/12/05,4.6,
443,R19,Val Vista WTP treated water,srp,val vista-treated,4/12/05,0,
444,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/12/05,5.2,
445,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/12/05,5.8,
446,R25,verde river at beeline highway,verde,verde @ beeline,4/12/05,8.6,
447,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/12/05,4.4,
448,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/12/05,4.7,
449,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/12/05,2.9,
450,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/12/05,0,
451,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/12/05,5.4,
452,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/12/05,2.8,
453,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/12/05,6.5,
454,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/12/05,5.4,
455,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/12/05,,
456,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/12/05,,
457,Green In,Greenway WTP Inlet,srp,Green In,4/12/05,5.5,
458,Green Out,Greenway WTP Outlet,srp,Green Out,4/12/05,2.4,
459,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/12/05,4.1,
460,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/12/05,3,
461,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/12/05,5.6,
462,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/12/05,6.2,
463,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/12/05,5.8,
464,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,4/12/05,5.8,
465,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/12/05,5.7,
466,R20,Verde River at Tangle,verde,verde abv horseshoe,4/12/05,13.2,
467,Havasu 1,Havasu lake Sample,,Havasu 1,4/12/05,2.1,
468,Havasu 2,Havasu lake Sample,,Havasu 2,4/12/05,,
469,R3,Waddell Canal,cap,waddell canal,5/17/05,0,
470,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/17/05,5.3,
471,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/17/05,2,
472,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/17/05,6.2,
473,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/17/05,5.3,
474,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/17/05,5.9,
475,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/17/05,0,
476,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/17/05,6,
477,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/17/05,0,
478,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/17/05,6.4,
479,R19,Val Vista WTP treated water,srp,val vista-treated,5/17/05,0,
480,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/17/05,6.5,
481,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/17/05,5.6,
482,R25,verde river at beeline highway,verde,verde @ beeline,5/17/05,6.4,
483,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/17/05,5.6,
484,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/17/05,6,
485,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/17/05,0,
486,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/17/05,0,
487,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/17/05,5.4,
488,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/17/05,0,
489,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/17/05,6.2,
490,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/17/05,6.2,
491,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/17/05,7.7,
492,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/17/05,0,
493,Green In,Greenway WTP Inlet,srp,Green In,5/17/05,5.9,
494,Green Out,Greenway WTP Outlet,srp,Green Out,5/17/05,0,
495,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/17/05,3.6,
496,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/17/05,4,
497,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/17/05,6.4,
498,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/17/05,6,
499,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/17/05,6.4,
500,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,5/17/05,6.4,
501,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/17/05,4.7,
502,R20,Verde River at Tangle,verde,verde abv horseshoe,5/17/05,23.1,
503,Havasu 1,Havasu lake Sample,,Havasu 1,5/17/05,2,
504,Havasu 2,Havasu lake Sample,,Havasu 2,5/17/05,,
505,R3,Waddell Canal,cap,waddell canal,6/14/05,2.9,
506,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/14/05,4.3,
507,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/14/05,2.2,
508,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/14/05,5.1,
509,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/14/05,4.7,
510,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/14/05,5.6,
511,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/14/05,0,
512,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/14/05,4.2,
513,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/14/05,0,
514,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/14/05,3.6,
515,R19,Val Vista WTP treated water,srp,val vista-treated,6/14/05,0,
516,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/14/05,4.7,
517,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/14/05,4.9,
518,R25,verde river at beeline highway,verde,verde @ beeline,6/14/05,6.2,
519,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/14/05,3.8,
520,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/14/05,4.8,
521,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/14/05,2.5,
522,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/14/05,0,
523,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/14/05,4.9,
524,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/14/05,0,
525,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/14/05,3.7,
526,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/14/05,4.1,
527,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/14/05,4.6,
528,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/14/05,0,
529,Green In,Greenway WTP Inlet,srp,Green In,6/14/05,5.9,
530,Green Out,Greenway WTP Outlet,srp,Green Out,6/14/05,0,
531,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/14/05,4.2,
532,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/14/05,3.1,
533,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/14/05,5.5,
534,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/14/05,5.8,
535,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/14/05,4.3,
536,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,6/14/05,4.3,
537,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/14/05,3.3,
538,R20,Verde River at Tangle,verde,verde abv horseshoe,6/14/05,,
539,Havasu 1,Havasu lake Sample,,Havasu 1,6/14/05,0,
540,Havasu 2,Havasu lake Sample,,Havasu 2,6/14/05,,
541,R3,Waddell Canal,cap,waddell canal,7/12/05,3.6,
542,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/12/05,5.1,
543,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/12/05,3,
544,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/12/05,5.8,
545,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/12/05,5.6,
546,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/12/05,6.4,
547,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/12/05,0,
548,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/12/05,7,
549,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/12/05,0,
550,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,7/12/05,6.1,
551,R19,Val Vista WTP treated water,srp,val vista-treated,7/12/05,0,
552,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/12/05,6.6,
553,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/12/05,5.6,
554,R25,verde river at beeline highway,verde,verde @ beeline,7/12/05,8.1,
555,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/12/05,5.8,
556,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/12/05,6,
557,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/12/05,2.9,
558,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/12/05,0,
559,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/12/05,6.7,
560,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/12/05,2.4,
561,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/12/05,5.6,
562,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/12/05,6.2,
563,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/12/05,6.2,
564,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/12/05,0,
565,Green In,Greenway WTP Inlet,srp,Green In,7/12/05,6.8,
566,Green Out,Greenway WTP Outlet,srp,Green Out,7/12/05,3.5,
567,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/12/05,5.3,
568,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/12/05,2.6,
569,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/12/05,7.8,
570,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/12/05,6.6,
571,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/12/05,5.6,
572,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,7/12/05,5.3,
573,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/12/05,5.1,
574,R20,Verde River at Tangle,verde,verde abv horseshoe,7/12/05,21.8,
575,Havasu 1,Havasu lake Sample,,Havasu 1,7/12/05,0,
576,Havasu 2,Havasu lake Sample,,Havasu 2,7/12/05,,
577,R3,Waddell Canal,cap,waddell canal,8/16/05,3.2,
578,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/16/05,4,
579,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/16/05,2.1,
580,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/16/05,5.1,
581,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/16/05,4.7,
582,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,8/16/05,5.3,
583,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,8/16/05,0,
584,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,8/16/05,6.1,
585,R17,Deer Valley WTP treated water,srp,deer valley-treated,8/16/05,0,
586,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,8/16/05,5,
587,R19,Val Vista WTP treated water,srp,val vista-treated,8/16/05,0,
588,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/16/05,5.8,
589,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/16/05,5.9,
590,R25,verde river at beeline highway,verde,verde @ beeline,8/16/05,7.3,
591,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/16/05,5.6,
592,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/16/05,6.3,
593,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/16/05,2.5,
594,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/16/05,0,
595,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/16/05,6.4,
596,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/16/05,4,
597,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/16/05,5.9,
598,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/16/05,5.5,
599,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/16/05,4.8,
600,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/16/05,3.9,
601,Green In,Greenway WTP Inlet,srp,Green In,8/16/05,5.7,
602,Green Out,Greenway WTP Outlet,srp,Green Out,8/16/05,2.5,
603,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/16/05,4.2,
604,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/16/05,3.2,
605,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/16/05,9.8,
606,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/16/05,9.5,
607,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/16/05,4.6,
608,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,8/16/05,4.6,
609,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/16/05,4.1,
610,R20,Verde River at Tangle,verde,verde abv horseshoe,8/16/05,16.2,
611,Havasu 1,Havasu lake Sample,,Havasu 1,8/16/05,2,
612,Havasu 2,Havasu lake Sample,,Havasu 2,8/16/05,,
613,R3,Waddell Canal,cap,waddell canal,9/13/05,4,
614,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/13/05,4.5,
615,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/13/05,2.7,
616,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/13/05,5.6,
617,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/13/05,4.7,
618,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,9/13/05,4.9,
619,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,9/13/05,0,
620,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,9/13/05,5,
621,R17,Deer Valley WTP treated water,srp,deer valley-treated,9/13/05,0,
622,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,9/13/05,5.3,
623,R19,Val Vista WTP treated water,srp,val vista-treated,9/13/05,0,
624,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/13/05,5,
625,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/13/05,5.5,
626,R25,verde river at beeline highway,verde,verde @ beeline,9/13/05,9.9,
627,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/13/05,4.7,
628,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/13/05,5,
629,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/13/05,2.1,
630,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/13/05,0,
631,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/13/05,6,
632,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/13/05,2.7,
633,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/13/05,5.2,
634,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/13/05,5.3,
635,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,9/13/05,5.3,
